#   NMOD   LOG(T)      H/HE      LOG L/Ls    LOG TE    LOG TC  LOG RHOc     TMAX     MTMAX     M-CC    M-HEC      M-CE     L-PP      L-CNO       L-3A       L-GRA    HE_SUP  LOGTce   GICO    R/Rsun  LOG(g)   M/Msun      mdot   log (L+Lacc)/Ls  Lacc/Ls      Lacc/L      log tkh   log tacc   log t(d)   log t(li6)   log t(li7)    t_conv(glob)    RCE/Rtot      CP_T     Mix.Len.
    58  3.86961892  0.72514E+00   1.80942   3.62914   5.82551  -2.41794   0.00000   0.00000  0.00000  0.00000   0.00000  0.487E-05  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8255  2.4458  14.7803  2.1884  1.230000  0.000E+00  1.80942E+00  0.00000E+00  0.00000E+00    4.39540  -99.00000    9.66694   26.19132   28.40190        1.809370E+00    0.00000  3.065311E+47  2.000000E+00
    59  3.89889910  0.72514E+00   1.79231   3.62977   5.83489  -2.38987   0.00000   0.00000  0.00000  0.00000   0.00000  0.729E-05  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8349  2.4458  14.4501  2.2080  1.230000  0.000E+00  1.79231E+00  0.00000E+00  0.00000E+00    4.42231  -99.00000    9.50802   25.86428   28.07242        1.806417E+00    0.00000  3.131042E+47  2.000000E+00
    60  3.92803845  0.72514E+00   1.77792   3.63113   5.84433  -2.36160   0.00000   0.00000  0.00000  0.00000   0.00000  0.109E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8443  2.4458  14.1239  2.2278  1.230000  0.000E+00  1.77792E+00  0.00000E+00  0.00000E+00    4.44662  -99.00000    9.34990   25.53911   27.74481        1.799643E+00    0.00000  3.198735E+47  2.000000E+00
    61  3.95686386  0.72514E+00   1.76079   3.63176   5.85372  -2.33346   0.00000   0.00000  0.00000  0.00000   0.00000  0.162E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8537  2.4458  13.8083  2.2475  1.230000  0.000E+00  1.76079E+00  0.00000E+00  0.00000E+00    4.47357  -99.00000    9.19159   25.21372   27.41697        1.796803E+00    0.00000  3.267537E+47  2.000000E+00
    62  3.98556292  0.72514E+00   1.74357   3.63236   5.86312  -2.30529   0.00000   0.00000  0.00000  0.00000   0.00000  0.241E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8631  2.4458  13.4999  2.2671  1.230000  0.000E+00  1.74357E+00  0.00000E+00  0.00000E+00    4.50060  -99.00000    9.03509   24.89229   27.09310        1.794134E+00    0.00000  3.337918E+47  2.000000E+00
    63  4.01419088  0.72514E+00   1.72916   3.63372   5.87259  -2.27690   0.00000   0.00000  0.00000  0.00000   0.00000  0.357E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8726  2.4458  13.1945  2.2869  1.230000  0.000E+00  1.72916E+00  0.00000E+00  0.00000E+00    4.52494  -99.00000    8.87947   24.57284   26.77122        1.787308E+00    0.00000  3.410490E+47  2.000000E+00
    64  4.04249839  0.72514E+00   1.71187   3.63430   5.88199  -2.24871   0.00000   0.00000  0.00000  0.00000   0.00000  0.530E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8820  2.4458  12.9001  2.3065  1.230000  0.000E+00  1.71187E+00  0.00000E+00  0.00000E+00    4.55203  -99.00000    8.72348   24.25283   26.44877        1.784836E+00    0.00000  3.484147E+47  2.000000E+00
    65  4.07078136  0.72514E+00   1.69757   3.63570   5.89149  -2.22027   0.00000   0.00000  0.00000  0.00000   0.00000  0.782E-04  0.000E+00  0.000E+00  0.100E+01  0.2610  5.8915  2.4458  12.6082  2.3264  1.230000  0.000E+00  1.69757E+00  0.00000E+00  0.00000E+00    4.57627  -99.00000    8.56957   23.93731   26.13084        1.777880E+00    0.00000  3.560172E+47  2.000000E+00
    66  4.09877842  0.72514E+00   1.68129   3.63655   5.90093  -2.19196   0.00000   0.00000  0.00000  0.00000   0.00000  0.116E-03  0.000E+00  0.000E+00  0.100E+01  0.2610  5.9009  2.4458  12.3256  2.3461  1.230000  0.000E+00  1.68129E+00  0.00000E+00  0.00000E+00    4.60240  -99.00000    8.41515   23.62095   25.81204        1.773913E+00    0.00000  3.637513E+47  2.000000E+00
    67  4.12668959  0.72514E+00   1.66497   3.63740   5.91039  -2.16359   0.00000   0.00000  0.00000  0.00000   0.00000  0.170E-03  0.000E+00  0.000E+00  0.100E+01  0.2610  5.9104  2.4458  12.0487  2.3659  1.230000  0.000E+00  1.66497E+00  0.00000E+00  0.00000E+00    4.62859  -99.00000    8.26242   23.30828   25.49696        1.769891E+00    0.00000  3.716701E+47  2.000000E+00
    68  4.15446019  0.72514E+00   1.64870   3.63826   5.91985  -2.13522   0.00000   0.00000  0.00000  0.00000   0.00000  0.250E-03  0.000E+00  0.000E+00  0.100E+01  0.2610  5.9198  2.4458  11.7786  2.3855  1.230000  0.000E+00  1.64870E+00  0.00000E+00  0.00000E+00    4.65470  -99.00000    8.11036   22.99718   25.18344        1.765699E+00    0.00000  3.797661E+47  2.000000E+00
    69  4.18217307  0.72514E+00   1.63224   3.63908   5.92932  -2.10680   0.00000   0.00000  0.00000  0.00000   0.00000  0.368E-03  0.000E+00  0.000E+00  0.100E+01  0.2610  5.9293  2.4458  11.5139  2.4053  1.230000  0.000E+00  1.63224E+00  0.00000E+00  0.00000E+00    4.68104  -99.00000    7.95926   22.68823   24.87208        1.761853E+00    0.00000  3.880580E+47  2.000000E+00
    70  4.20977069  0.72514E+00   1.61587   3.63991   5.93879  -2.07839   0.00000   0.00000  0.00000  0.00000   0.00000  0.539E-03  0.000E+00  0.000E+00  0.999E+00  0.2610  5.9388  2.4458  11.2556  2.4250  1.230000  0.000E+00  1.61587E+00  0.00000E+00  0.00000E+00    4.70726  -99.00000    7.80879   22.38077   24.56222        1.757671E+00    0.00000  3.965343E+47  2.000000E+00
    71  4.23730557  0.72514E+00   1.59952   3.64075   5.94828  -2.04994   0.00000   0.00000  0.00000  0.00000   0.00000  0.789E-03  0.000E+00  0.000E+00  0.999E+00  0.2610  5.9483  2.4458  11.0029  2.4447  1.230000  0.000E+00  1.59952E+00  0.00000E+00  0.00000E+00    4.73347  -99.00000    7.65927   22.07546   24.25451        1.753212E+00    0.00000  4.052143E+47  2.000000E+00
    72  4.26477124  0.72514E+00   1.58301   3.64156   5.95777  -2.02148   0.00000   0.00000  0.00000  0.00000   0.00000  0.115E-02  0.000E+00  0.000E+00  0.999E+00  0.2610  5.9578  2.4458  10.7558  2.4644  1.230000  0.000E+00  1.58301E+00  0.00000E+00  0.00000E+00    4.75985  -99.00000    7.51044   21.77178   23.94844        1.748749E+00    0.00000  4.140902E+47  2.000000E+00
    73  4.29216232  0.72514E+00   1.56649   3.64236   5.96725  -1.99301   0.00000   0.00000  0.00000  0.00000   0.00000  0.168E-02  0.000E+00  0.000E+00  0.998E+00  0.2610  5.9673  2.4458  10.5145  2.4842  1.230000  0.000E+00  1.56649E+00  0.00000E+00  0.00000E+00    4.78622  -99.00000    7.36246   21.47002   23.64429        1.743918E+00    0.00000  4.231643E+47  2.000000E+00
    74  4.31951557  0.72514E+00   1.54997   3.64316   5.97674  -1.96451   0.00000   0.00000  0.00000  0.00000   0.00000  0.245E-02  0.000E+00  0.000E+00  0.997E+00  0.2610  5.9767  2.4458  10.2785  2.5039  1.230000  0.000E+00  1.54997E+00  0.00000E+00  0.00000E+00    4.81260  -99.00000    7.21538   21.17030   23.34220        1.738520E+00    0.00000  4.324506E+47  2.000000E+00
    75  4.34682921  0.72514E+00   1.53341   3.64394   5.98624  -1.93601   0.00000   0.00000  0.00000  0.00000   0.00000  0.355E-02  0.000E+00  0.000E+00  0.996E+00  0.2610  5.9862  2.4458  10.0480  2.5236  1.230000  0.000E+00  1.53341E+00  0.00000E+00  0.00000E+00    4.83901  -99.00000    7.06905   20.87233   23.04185        1.732326E+00    0.00000  4.419498E+47  2.000000E+00
    76  4.37412234  0.72514E+00   1.51683   3.64473   5.99574  -1.90749   0.00000   0.00000  0.00000  0.00000   0.00000  0.515E-02  0.000E+00  0.000E+00  0.995E+00  0.2610  5.9957  2.4458   9.8225  2.5433  1.230000  0.000E+00  1.51683E+00  0.00000E+00  0.00000E+00    4.86544  -99.00000    6.92356   20.57625   22.74341        1.725098E+00    0.00000  4.516631E+47  2.000000E+00
    77  4.40138691  0.72514E+00   1.50026   3.64550   6.00523  -1.87899   0.00000   0.00000  0.00000  0.00000   0.00000  0.745E-02  0.000E+00  0.000E+00  0.992E+00  0.2610  6.0052  2.4458   9.6026  2.5630  1.230000  0.000E+00  1.50026E+00  0.00000E+00  0.00000E+00    4.89185  -99.00000    6.77889   20.28206   22.44686        1.716453E+00    0.00000  4.615896E+47  2.000000E+00
    78  4.42868800  0.72514E+00   1.48360   3.64626   6.01473  -1.85048   0.00000   0.00000  0.00000  0.00000   0.00000  0.108E-01  0.000E+00  0.000E+00  0.989E+00  0.2610  6.0147  2.4458   9.3874  2.5826  1.230000  0.000E+00  1.48360E+00  0.00000E+00  0.00000E+00    4.91835  -99.00000    6.63518   19.99002   22.15246        1.705812E+00    0.00000  4.717431E+47  2.000000E+00
    79  4.45600664  0.72514E+00   1.46702   3.64702   6.02422  -1.82200   0.00000   0.00000  0.00000  0.00000   0.00000  0.155E-01  0.000E+00  0.000E+00  0.984E+00  0.2610  6.0242  2.4458   9.1777  2.6023  1.230000  0.000E+00  1.46702E+00  0.00000E+00  0.00000E+00    4.94475  -99.00000    6.49226   19.69976   21.85986        1.692396E+00    0.00000  4.821097E+47  2.000000E+00
    80  4.48341088  0.72514E+00   1.45037   3.64776   6.03369  -1.79355   0.00000   0.00000  0.00000  0.00000   0.00000  0.223E-01  0.000E+00  0.000E+00  0.978E+00  0.2610  6.0337  2.4458   8.9728  2.6219  1.230000  0.000E+00  1.45037E+00  0.00000E+00  0.00000E+00    4.97121  -99.00000    6.35038   19.41183   21.56959        1.675700E+00    0.00000  4.926970E+47  2.000000E+00
    81  4.51092910  0.72514E+00   1.43375   3.64849   6.04314  -1.76517   0.00000   0.00000  0.00000  0.00000   0.00000  0.319E-01  0.000E+00  0.000E+00  0.968E+00  0.2610  6.0431  2.4458   8.7731  2.6414  1.230000  0.000E+00  1.43375E+00  0.00000E+00  0.00000E+00    4.99759  -99.00000    6.20949   19.12609   21.28154        1.654725E+00    0.00000  5.034911E+47  2.000000E+00
    82  4.53865494  0.72514E+00   1.41710   3.64920   6.05256  -1.73688   0.00000   0.00000  0.00000  0.00000   0.00000  0.455E-01  0.000E+00  0.000E+00  0.954E+00  0.2610  6.0526  2.4458   8.5786  2.6609  1.230000  0.000E+00  1.41710E+00  0.00000E+00  0.00000E+00    5.02399  -99.00000    6.06981   18.84300   20.99614        1.628990E+00    0.00000  5.144894E+47  2.000000E+00
    83  4.56667464  0.72514E+00   1.40059   3.64991   6.06194  -1.70874   0.00000   0.00000  0.00000  0.00000   0.00000  0.646E-01  0.000E+00  0.000E+00  0.935E+00  0.2610  6.0619  2.4458   8.3895  2.6803  1.230000  0.000E+00  1.40059E+00  0.00000E+00  0.00000E+00    5.05017  -99.00000    5.93139   18.56266   20.71350        1.597857E+00    0.00000  5.256723E+47  2.000000E+00
    84  4.59514663  0.72514E+00   1.38412   3.65059   6.07124  -1.68081   0.00000   0.00000  0.00000  0.00000   0.00000  0.913E-01  0.000E+00  0.000E+00  0.909E+00  0.2610  6.0712  2.4458   8.2060  2.6995  1.230000  0.000E+00  1.38412E+00  0.00000E+00  0.00000E+00    5.07624  -99.00000    5.79448   18.28557   20.43414        1.561377E+00    0.00000  5.370175E+47  2.000000E+00
    85  4.62427467  0.72514E+00   1.36780   3.65126   6.08044  -1.65318   0.00000   0.00000  0.00000  0.00000   0.00000  0.128E+00  0.000E+00  0.000E+00  0.872E+00  0.2610  6.0804  2.4458   8.0285  2.7185  1.230000  0.000E+00  1.36780E+00  0.00000E+00  0.00000E+00    5.10206  -99.00000    5.65937   18.01230   20.15862        1.520014E+00    0.00000  5.484809E+47  2.000000E+00
    86  4.65437734  0.72514E+00   1.35170   3.65191   6.08947  -1.62601   0.00000   0.00000  0.00000  0.00000   0.00000  0.177E+00  0.000E+00  0.000E+00  0.823E+00  0.2610  6.0895  2.4458   7.8576  2.7372  1.230000  0.000E+00  1.35170E+00  0.00000E+00  0.00000E+00    5.12750  -99.00000    5.52650   17.74376   19.88786        1.475204E+00    0.00000  5.600056E+47  2.000000E+00
    87  4.68591349  0.72514E+00   1.33594   3.65254   6.09833  -1.59939   0.00000   0.00000  0.00000  0.00000   0.00000  0.243E+00  0.000E+00  0.000E+00  0.757E+00  0.2610  6.0983  2.4458   7.6940  2.7554  1.230000  0.000E+00  1.33594E+00  0.00000E+00  0.00000E+00    5.15240  -99.00000    5.39902   17.48674   19.62869        1.427441E+00    0.00000  5.715206E+47  2.000000E+00
    88  4.71961515  0.72514E+00   1.32064   3.65314   6.10684  -1.57371   0.00000   0.00000  0.00000  0.00000   0.00000  0.326E+00  0.000E+00  0.000E+00  0.674E+00  0.2610  6.1068  2.4458   7.5386  2.7732  1.230000  0.000E+00  1.32064E+00  0.00000E+00  0.00000E+00    5.17657  -99.00000    5.27247   17.23133   19.37116        1.380763E+00    0.00000  5.829376E+47  2.000000E+00
    89  4.75654822  0.72514E+00   1.30590   3.65371   6.11507  -1.54898   0.00000   0.00000  0.00000  0.00000   0.00000  0.427E+00  0.000E+00  0.000E+00  0.573E+00  0.2610  6.1151  2.4458   7.3926  2.7901  1.230000  0.000E+00  1.30590E+00  0.00000E+00  0.00000E+00    5.19980  -99.00000    5.15200   16.99230   19.13020        1.334945E+00    0.00000  5.940868E+47  2.000000E+00
    90  4.79845913  0.72514E+00   1.29188   3.65424   6.12292  -1.52542   0.00000   0.00000  0.00000  0.00000   0.00000  0.538E+00  0.000E+00  0.000E+00  0.462E+00  0.2610  6.1229  2.4458   7.2563  2.8063  1.230000  0.000E+00  1.29188E+00  0.00000E+00  0.00000E+00    5.22191  -99.00000    5.03662   16.76107   18.89704        1.293832E+00    0.00000  6.048979E+47  2.000000E+00
    91  4.84782082  0.72514E+00   1.27840   3.65474   6.13039  -1.50291   0.00000   0.00000  0.00000  0.00000   0.00000  0.645E+00  0.000E+00  0.000E+00  0.355E+00  0.2610  6.1304  2.4458   7.1281  2.8218  1.230000  0.000E+00  1.27840E+00  0.00000E+00  0.00000E+00    5.24312  -99.00000    4.92702   16.54072   18.67485        1.261700E+00    0.00000  6.154448E+47  2.000000E+00
    92  4.90738159  0.72514E+00   1.26475   3.65525   6.13800  -1.48005   0.00000   0.00000  0.00000  0.00000   0.00000  0.724E+00  0.000E+00  0.000E+00  0.276E+00  0.2610  6.1380  2.4458   7.0006  2.8375  1.230000  0.000E+00  1.26475E+00  0.00000E+00  0.00000E+00    5.26461  -99.00000    4.82305   16.33296   18.46537        1.240258E+00    0.00000  6.263105E+47  2.000000E+00
    93  4.95774265  0.72514E+00   1.25332   3.65566   6.14436  -1.46095   0.00000   0.00000  0.00000  0.00000   0.00000  0.749E+00  0.000E+00  0.000E+00  0.251E+00  0.2610  6.1444  2.4458   6.8960  2.8505  1.230000  0.000E+00  1.25332E+00  0.00000E+00  0.00000E+00    5.28258  -99.00000    4.71795   16.12245   18.25309        1.233456E+00    0.00000  6.355316E+47  2.000000E+00
    94  4.99066670  0.72514E+00   1.24514   3.65595   6.14890  -1.44732   0.00000   0.00000  0.00000  0.00000   0.00000  0.744E+00  0.000E+00  0.000E+00  0.256E+00  0.2610  6.1489  2.4458   6.8223  2.8599  1.230000  0.000E+00  1.24514E+00  0.00000E+00  0.00000E+00    5.29542  -99.00000    4.63040   15.94649   18.07565        1.234380E+00    0.00000  6.421976E+47  2.000000E+00
    95  5.01485095  0.72514E+00   1.23854   3.65619   6.15259  -1.43623   0.00000   0.00000  0.00000  0.00000   0.00000  0.728E+00  0.000E+00  0.000E+00  0.272E+00  0.2610  6.1526  2.4458   6.7630  2.8674  1.230000  0.000E+00  1.23854E+00  0.00000E+00  0.00000E+00    5.30581  -99.00000    4.56765   15.82033   17.94842        1.237913E+00    0.00000  6.476690E+47  2.000000E+00
    96  5.03407767  0.72514E+00   1.23269   3.65640   6.15584  -1.42648   0.00000   0.00000  0.00000  0.00000   0.00000  0.707E+00  0.000E+00  0.000E+00  0.293E+00  0.2610  6.1558  2.4458   6.7113  2.8741  1.230000  0.000E+00  1.23269E+00  0.00000E+00  0.00000E+00    5.31500  -99.00000    4.51672   15.71795   17.84518        1.242731E+00    0.00000  6.525169E+47  2.000000E+00
    97  5.04998639  0.72514E+00   1.22735   3.65658   6.15879  -1.41761   0.00000   0.00000  0.00000  0.00000   0.00000  0.685E+00  0.000E+00  0.000E+00  0.315E+00  0.2610  6.1588  2.4458   6.6645  2.8802  1.230000  0.000E+00  1.22735E+00  0.00000E+00  0.00000E+00    5.32338  -99.00000    4.47204   15.62816   17.75463        1.248286E+00    0.00000  6.569599E+47  2.000000E+00
    98  5.06347851  0.72514E+00   1.22241   3.65675   6.16153  -1.40940   0.00000   0.00000  0.00000  0.00000   0.00000  0.661E+00  0.000E+00  0.000E+00  0.339E+00  0.2610  6.1615  2.4458   6.6215  2.8858  1.230000  0.000E+00  1.22241E+00  0.00000E+00  0.00000E+00    5.33112  -99.00000    4.43147   15.54664   17.67242        1.254316E+00    0.00000  6.611018E+47  2.000000E+00
    99  5.07512614  0.72514E+00   1.21778   3.65691   6.16409  -1.40171   0.00000   0.00000  0.00000  0.00000   0.00000  0.637E+00  0.000E+00  0.000E+00  0.363E+00  0.2610  6.1641  2.4458   6.5816  2.8911  1.230000  0.000E+00  1.21778E+00  0.00000E+00  0.00000E+00    5.33839  -99.00000    4.39396   15.47130   17.59644        1.269757E+00    0.00000  6.650013E+47  2.000000E+00
   100  5.08532134  0.72514E+00   1.21341   3.65706   6.16650  -1.39447   0.00000   0.00000  0.00000  0.00000   0.00000  0.613E+00  0.000E+00  0.000E+00  0.387E+00  0.2610  6.1665  2.4458   6.5441  2.8960  1.230000  0.000E+00  1.21341E+00  0.00000E+00  0.00000E+00    5.34523  -99.00000    4.35891   15.40092   17.52547        1.267399E+00    0.00000  6.686981E+47  2.000000E+00
   101  5.09434626  0.72514E+00   1.20931   3.65720   6.16879  -1.38761   0.00000   0.00000  0.00000  0.00000   0.00000  0.589E+00  0.000E+00  0.000E+00  0.411E+00  0.2610  6.1688  2.4458   6.5089  2.9007  1.230000  0.000E+00  1.20931E+00  0.00000E+00  0.00000E+00    5.35168  -99.00000    4.32593   15.33470   17.45869        1.274343E+00    0.00000  6.722198E+47  2.000000E+00
   102  5.10241082  0.72514E+00   1.20538   3.65734   6.17097  -1.38108   0.00000   0.00000  0.00000  0.00000   0.00000  0.565E+00  0.000E+00  0.000E+00  0.435E+00  0.2610  6.1710  2.4458   6.4755  2.9052  1.230000  0.000E+00  1.20538E+00  0.00000E+00  0.00000E+00    5.35784  -99.00000    4.29473   15.27205   17.39551        1.281561E+00    0.00000  6.755860E+47  2.000000E+00
   103  5.10967537  0.72514E+00   1.20165   3.65747   6.17304  -1.37485   0.00000   0.00000  0.00000  0.00000   0.00000  0.541E+00  0.000E+00  0.000E+00  0.459E+00  0.2610  6.1730  2.4458   6.4439  2.9094  1.230000  0.000E+00  1.20165E+00  0.00000E+00  0.00000E+00    5.36371  -99.00000    4.26509   15.21256   17.33552        1.288989E+00    0.00000  6.788136E+47  2.000000E+00
   104  5.11626513  0.72514E+00   1.19805   3.65759   6.17503  -1.36890   0.00000   0.00000  0.00000  0.00000   0.00000  0.517E+00  0.000E+00  0.000E+00  0.483E+00  0.2610  6.1750  2.4458   6.4137  2.9135  1.230000  0.000E+00  1.19805E+00  0.00000E+00  0.00000E+00    5.36934  -99.00000    4.23685   15.15589   17.27837        1.296593E+00    0.00000  6.819142E+47  2.000000E+00
   105  5.12227949  0.72514E+00   1.19461   3.65770   6.17693  -1.36319   0.00000   0.00000  0.00000  0.00000   0.00000  0.494E+00  0.000E+00  0.000E+00  0.506E+00  0.2610  6.1769  2.4458   6.3850  2.9174  1.230000  0.000E+00  1.19461E+00  0.00000E+00  0.00000E+00    5.37473  -99.00000    4.20975   15.10134   17.22335        1.304357E+00    0.00000  6.848992E+47  2.000000E+00
   106  5.12779683  0.72514E+00   1.19130   3.65781   6.17876  -1.35770   0.00000   0.00000  0.00000  0.00000   0.00000  0.471E+00  0.000E+00  0.000E+00  0.529E+00  0.2610  6.1788  2.4458   6.3575  2.9212  1.230000  0.000E+00  1.19130E+00  0.00000E+00  0.00000E+00    5.37991  -99.00000    4.18378   15.04904   17.17060        1.312347E+00    0.00000  6.877768E+47  2.000000E+00
   107  5.13288284  0.72514E+00   1.18811   3.65791   6.18052  -1.35243   0.00000   0.00000  0.00000  0.00000   0.00000  0.449E+00  0.000E+00  0.000E+00  0.551E+00  0.2610  6.1805  2.4458   6.3312  2.9248  1.230000  0.000E+00  1.18811E+00  0.00000E+00  0.00000E+00    5.38491  -99.00000    4.15884   14.99911   17.12025        1.320470E+00    0.00000  6.905522E+47  2.000000E+00
   108  5.13759132  0.72514E+00   1.18503   3.65801   6.18221  -1.34735   0.00000   0.00000  0.00000  0.00000   0.00000  0.428E+00  0.000E+00  0.000E+00  0.572E+00  0.2610  6.1822  2.4458   6.3060  2.9282  1.230000  0.000E+00  1.18503E+00  0.00000E+00  0.00000E+00    5.38971  -99.00000    4.13492   14.95083   17.07155        1.328671E+00    0.00000  6.932338E+47  2.000000E+00
   109  5.14196803  0.72514E+00   1.18207   3.65811   6.18384  -1.34247   0.00000   0.00000  0.00000  0.00000   0.00000  0.407E+00  0.000E+00  0.000E+00  0.593E+00  0.2610  6.1838  2.4458   6.2818  2.9316  1.230000  0.000E+00  1.18207E+00  0.00000E+00  0.00000E+00    5.39435  -99.00000    4.11170   14.90394   17.02427        1.337156E+00    0.00000  6.958281E+47  2.000000E+00
   110  5.14604884  0.72514E+00   1.17924   3.65820   6.18542  -1.33774   0.00000   0.00000  0.00000  0.00000   0.00000  0.386E+00  0.000E+00  0.000E+00  0.614E+00  0.2610  6.1854  2.4458   6.2586  2.9348  1.230000  0.000E+00  1.17924E+00  0.00000E+00  0.00000E+00    5.39878  -99.00000    4.08971   14.85987   16.97982        1.345484E+00    0.00000  6.983351E+47  2.000000E+00
   111  5.14987012  0.72514E+00   1.17650   3.65829   6.18693  -1.33319   0.00000   0.00000  0.00000  0.00000   0.00000  0.366E+00  0.000E+00  0.000E+00  0.634E+00  0.2610  6.1869  2.4458   6.2362  2.9379  1.230000  0.000E+00  1.17650E+00  0.00000E+00  0.00000E+00    5.40308  -99.00000    4.06811   14.81602   16.93559        1.354188E+00    0.00000  7.007698E+47  2.000000E+00
   112  5.15345534  0.72514E+00   1.17383   3.65838   6.18843  -1.32875   0.00000   0.00000  0.00000  0.00000   0.00000  0.347E+00  0.000E+00  0.000E+00  0.653E+00  0.2610  6.1884  2.4458   6.2148  2.9409  1.230000  0.000E+00  1.17383E+00  0.00000E+00  0.00000E+00    5.40724  -99.00000    4.04768   14.77506   16.89428        1.362288E+00    0.00000  7.031196E+47  2.000000E+00
   113  5.15683217  0.72514E+00   1.17127   3.65846   6.18984  -1.32450   0.00000   0.00000  0.00000  0.00000   0.00000  0.329E+00  0.000E+00  0.000E+00  0.671E+00  0.2610  6.1898  2.4458   6.1940  2.9438  1.230000  0.000E+00  1.17127E+00  0.00000E+00  0.00000E+00    5.41125  -99.00000    4.02727   14.73334   16.85220        1.371164E+00    0.00000  7.054087E+47  2.000000E+00
   114  5.16001549  0.72514E+00   1.16881   3.65854   6.19121  -1.32039   0.00000   0.00000  0.00000  0.00000   0.00000  0.311E+00  0.000E+00  0.000E+00  0.689E+00  0.2610  6.1912  2.4458   6.1741  2.9466  1.230000  0.000E+00  1.16881E+00  0.00000E+00  0.00000E+00    5.41512  -99.00000    4.00796   14.69459   16.81312        1.380107E+00    0.00000  7.076289E+47  2.000000E+00
   115  5.16302698  0.72514E+00   1.16641   3.65862   6.19254  -1.31641   0.00000   0.00000  0.00000  0.00000   0.00000  0.294E+00  0.000E+00  0.000E+00  0.706E+00  0.2610  6.1925  2.4458   6.1548  2.9493  1.230000  0.000E+00  1.16641E+00  0.00000E+00  0.00000E+00    5.41887  -99.00000    3.98956   14.65772   16.77594        1.389075E+00    0.00000  7.097847E+47  2.000000E+00
   116  5.16588406  0.72514E+00   1.16408   3.65870   6.19382  -1.31256   0.00000   0.00000  0.00000  0.00000   0.00000  0.277E+00  0.000E+00  0.000E+00  0.723E+00  0.2610  6.1938  2.4458   6.1362  2.9519  1.230000  0.000E+00  1.16408E+00  0.00000E+00  0.00000E+00    5.42252  -99.00000    3.97148   14.62138   16.73929        1.398167E+00    0.00000  7.118793E+47  2.000000E+00
   117  5.16859831  0.72514E+00   1.16181   3.65877   6.19507  -1.30881   0.00000   0.00000  0.00000  0.00000   0.00000  0.262E+00  0.000E+00  0.000E+00  0.738E+00  0.2610  6.1951  2.4458   6.1182  2.9545  1.230000  0.000E+00  1.16181E+00  0.00000E+00  0.00000E+00    5.42606  -99.00000    3.95424   14.58686   16.70447        1.407026E+00    0.00000  7.139148E+47  2.000000E+00
   118  5.17118374  0.72514E+00   1.15961   3.65884   6.19628  -1.30519   0.00000   0.00000  0.00000  0.00000   0.00000  0.246E+00  0.000E+00  0.000E+00  0.754E+00  0.2610  6.1963  2.4458   6.1008  2.9570  1.230000  0.000E+00  1.15961E+00  0.00000E+00  0.00000E+00    5.42950  -99.00000    3.93694   14.55153   16.66884        1.416170E+00    0.00000  7.158963E+47  2.000000E+00
   119  5.17364722  0.72514E+00   1.15748   3.65890   6.19747  -1.30165   0.00000   0.00000  0.00000  0.00000   0.00000  0.232E+00  0.000E+00  0.000E+00  0.768E+00  0.2610  6.1975  2.4458   6.0840  2.9594  1.230000  0.000E+00  1.15748E+00  0.00000E+00  0.00000E+00    5.43283  -99.00000    3.92077   14.51912   16.63616        1.424841E+00    0.00000  7.178176E+47  2.000000E+00
